content,score,label,clean_content,label_encoded
"Trima kasih Shopeepay, slama sy menggunakan aplikasi ini blom ada kendala lancar2 aja, proses transaksi mudah di pahami, sukses slalu Shopeepay & jaga slalu keamanan, kerahasiaan akun2 customer. 😉😉😉",5,positif,trima kasih shopeepay slama sy menggunakan aplikasi ini blom ada kendala lancar aja proses transaksi mudah di pahami sukses slalu shopeepay  jaga slalu keamanan kerahasiaan akun customer ,1
Terimakasih shopeepay.. Semakin mudah dan banyak keuntungan.. Terutama paylaternya skg bisa dipake apa saja.. Merasa kebantu sekali dengan shopeepay.. Sukses selalu buat Shopee👍👍,5,positif,terimakasih shopeepay semakin mudah dan banyak keuntungan terutama paylaternya skg bisa dipake apa saja merasa kebantu sekali dengan shopeepay sukses selalu buat shopee,1
saya trnper ke ko rekening saya dari jam 4 subuh sampe jam 12 siang belum masuk juga. gila 8 jam belum berhasil prosesnya aplikasi apaan ini sampai nunggu berjam jam tapi ga ada hasil. sangat buruk bgt aplikasi jni. proses uang masih di gantung kan..dan saya sangat sangat KECEWA BGT,1,negatif,saya trnper ke ko rekening saya dari jam  subuh sampe jam  siang belum masuk juga gila  jam belum berhasil prosesnya aplikasi apaan ini sampai nunggu berjam jam tapi ga ada hasil sangat buruk bgt aplikasi jni proses uang masih di gantung kandan saya sangat sangat kecewa bgt,0
"udah lama pakai spinjam bayar ga pernah telat,ngajuin lagi tapi lama.banget di proses nya..ga kayak sebelah,proses nya cepat krn pembayaran sy jg lancar...tolong di rubah proses nya cepet dong.kalau ada butuh uang cepet kan jd susah.kakau bgini terus sy akan unfol setelah lunasin semua.",3,negatif,udah lama pakai spinjam bayar ga pernah telatngajuin lagi tapi lamabanget di proses nyaga kayak sebelahproses nya cepat krn pembayaran sy jg lancartolong di rubah proses nya cepet dongkalau ada butuh uang cepet kan jd susahkakau bgini terus sy akan unfol setelah lunasin semua,0
"Tidak bisa login di android Versi 5.0. Setelah kode otp terisi otomatis di aplikasi shopipey, aplikasinya diam saja. Tolong segera diperbaiki, saya orang miskin dg hp jadul juga ingin merasakan pembayaran dg shopipay. 감사합니다",1,negatif,tidak bisa login di android versi  setelah kode otp terisi otomatis di aplikasi shopipey aplikasinya diam saja tolong segera diperbaiki saya orang miskin dg hp jadul juga ingin merasakan pembayaran dg shopipay ,0
"Paylater dibekukan 🤦‍♂️ kapan bisa pulih lagi sangat lama untuk sembuh,pengajuan di aplikasi lain juga gagal mulu percuma aja udah dilunasin juga malah makin buruk aja nih data diri. Dunia android yg membagongkan",1,negatif,paylater dibekukan  kapan bisa pulih lagi sangat lama untuk sembuhpengajuan di aplikasi lain juga gagal mulu percuma aja udah dilunasin juga malah makin buruk aja nih data diri dunia android yg membagongkan,0
Padahal sudah melakukan verifikasi data dengan KTP dll tapi tetap saja akun shoppe belanja yang jadi acuan sehingga saldo tidak bisa digunakan atau di transfer. Jadi tak de gunanya kalian pakai jika akun shoppe di batasi. Rugi duet hangus,1,negatif,padahal sudah melakukan verifikasi data dengan ktp dll tapi tetap saja akun shoppe belanja yang jadi acuan sehingga saldo tidak bisa digunakan atau di transfer jadi tak de gunanya kalian pakai jika akun shoppe di batasi rugi duet hangus,0
Kenapa ya saya pernah download shopeepay tapi pas saya masukin ke akun Shopeebiasa. Pas saya ajukan tidak bisa malah gagal dan di suruh nunggu sebulan. Padahal saya tidak pernah ada cicilan atau apapun di shopee later atau spinjam.,3,negatif,kenapa ya saya pernah download shopeepay tapi pas saya masukin ke akun shopeebiasa pas saya ajukan tidak bisa malah gagal dan di suruh nunggu sebulan padahal saya tidak pernah ada cicilan atau apapun di shopee later atau spinjam,0
Kecewa banget pake aplikasi shopeepay top up saldo ke gopay selalu lama dan aneh nya biaya admin gratis pas dikirim jadi ada admin nya dari top Rp15.000 jadi Rp14.000 mengecewakan ko bisa transfer gratis jadi ada admin nya pemotongan saldo nya gak ada di catatan lagi aneh👎👎👎,1,negatif,kecewa banget pake aplikasi shopeepay top up saldo ke gopay selalu lama dan aneh nya biaya admin gratis pas dikirim jadi ada admin nya dari top rp jadi rp mengecewakan ko bisa transfer gratis jadi ada admin nya pemotongan saldo nya gak ada di catatan lagi aneh,0
"Aplikasi yang bagus transfer uang pun cepat ke bank hanya jenis pelayanannya masih terbatas gak sebanyak shopeepay shopee hanya pelayanan yang umum umum aja, lengkapi lagi lah pelayanannya selengkap di shopeepay shopee",5,positif,aplikasi yang bagus transfer uang pun cepat ke bank hanya jenis pelayanannya masih terbatas gak sebanyak shopeepay shopee hanya pelayanan yang umum umum aja lengkapi lagi lah pelayanannya selengkap di shopeepay shopee,1
"Payah ada undangan ada notif pengajuan masih aja di tolak padahal saya juga pengguna seabank aktif transaksi /bulan bisa smpai 500 juta masih aja tidak dapat akses pinjaman, kalau gak bisa Paylater,seabank pinjam atau sopie pinjam gak usah kalian kirim info² aplikasi gak guna ini terlalu bnyak hoax dan mengambil keuntungan untuk sendiri",1,negatif,payah ada undangan ada notif pengajuan masih aja di tolak padahal saya juga pengguna seabank aktif transaksi bulan bisa smpai  juta masih aja tidak dapat akses pinjaman kalau gak bisa paylaterseabank pinjam atau sopie pinjam gak usah kalian kirim info aplikasi gak guna ini terlalu bnyak hoax dan mengambil keuntungan untuk sendiri,0
Saya pinjam ...ada keterlambatan pembayaran ...padahal sudah saya lunasin walaupun bayar nya telat ...akun shopee saya malah di bekuin gk bisa pake paylater gk bisa spinjam lagi ...Tau gtu gk usah saya bayar sekalian ...Siakan emang,1,negatif,saya pinjam ada keterlambatan pembayaran padahal sudah saya lunasin walaupun bayar nya telat akun shopee saya malah di bekuin gk bisa pake paylater gk bisa spinjam lagi tau gtu gk usah saya bayar sekalian siakan emang,0
"Aplikasinya sangat bagus,, dan transaksi nya sangat bagus tdk menunggu waktu lama transaksi sdh berhasil .",5,positif,aplikasinya sangat bagus dan transaksi nya sangat bagus tdk menunggu waktu lama transaksi sdh berhasil ,1
"Belanja d shopee puas bgt bnyk kejutan diskon, bisa pke koin buat blanja, pengembalian klaim gk ribet, cm pingin ada kejutan yg belanja/transaksi auto masuk undian grandprice gitu tanpa kita yg klaim kdng lupa, mksh.",5,positif,belanja d shopee puas bgt bnyk kejutan diskon bisa pke koin buat blanja pengembalian klaim gk ribet cm pingin ada kejutan yg belanjatransaksi auto masuk undian grandprice gitu tanpa kita yg klaim kdng lupa mksh,1
"Ngakak asli, katanya gratis transfer ke ewallet manapun, tapi minimal top up 11rb, pas sudah terkirim masuknya di gopay cuma 10rb, itu namanya bukan gratiss wkk bayar itu 1000, gk osah bikin iklan gratis transfer ewallet hahahaha",1,negatif,ngakak asli katanya gratis transfer ke ewallet manapun tapi minimal top up rb pas sudah terkirim masuknya di gopay cuma rb itu namanya bukan gratiss wkk bayar itu  gk osah bikin iklan gratis transfer ewallet hahahaha,0
pembayaran memakai aplikasi shopeepay ini sangat membantu dan banyak banget cashback nya. semoga tahun depan makin seru dan makin banyak bonusnya. ditunggu bos kuuu,5,positif,pembayaran memakai aplikasi shopeepay ini sangat membantu dan banyak banget cashback nya semoga tahun depan makin seru dan makin banyak bonusnya ditunggu bos kuuu,1
"Ini bintang 1 aja sepertinya nggak pantes sih, banyak limitasinya, gak niat banget bikin sub apk, fiturnya banyak yang kacau perbaikan ini itu, harusnya no star ini.",1,negatif,ini bintang  aja sepertinya nggak pantes sih banyak limitasinya gak niat banget bikin sub apk fiturnya banyak yang kacau perbaikan ini itu harusnya no star ini,0
"Sudah malas dengan shopey pay y sm s pinjam nya,pembekuan terlalu lama,padahal lambat pembayaran nya juga nd lewat bulan,pembekuan nya sudah mau 2 bln,nd aktif",3,negatif,sudah malas dengan shopey pay y sm s pinjam nyapembekuan terlalu lamapadahal lambat pembayaran nya juga nd lewat bulanpembekuan nya sudah mau  blnnd aktif,0
"Sering belanja dan bayar kalo cicilan selalu tepat waktu tapi kenapa LIMIT SPAYLATER nya cuman dikasih mentok 300rb kagak naik naik woy. Sementara LIMIT GOPAYLATER ku dari TOKOPEDIA dikasih sudah mencapai Rp16.800.000,-",1,negatif,sering belanja dan bayar kalo cicilan selalu tepat waktu tapi kenapa limit spaylater nya cuman dikasih mentok rb kagak naik naik woy sementara limit gopaylater ku dari tokopedia dikasih sudah mencapai rp,0
"sesusah itu buat daftar ke spaylater, udh ngulang berkali² tetep aja ga bisa, kendalanya di nomor yg ga aktif, padahal nomornya masih aktif semua",1,negatif,sesusah itu buat daftar ke spaylater udh ngulang berkali tetep aja ga bisa kendalanya di nomor yg ga aktif padahal nomornya masih aktif semua,0
"Beberapa kali telat bayar tagihan.. Setelah selesai tidak bisa mengajukan kembali... Prosesnya lama.. Padahal sudah di bayar lunas, Ini sudah 3 bulan lebih akun masih di bekukan..",1,negatif,beberapa kali telat bayar tagihan setelah selesai tidak bisa mengajukan kembali prosesnya lama padahal sudah di bayar lunas ini sudah  bulan lebih akun masih di bekukan,0
"Saya kecewa karena saya tidak bisa menggunakan fitur spaylater nya, padahal saya belanja selalu pakai shopee tiap mnggu nya, tolong donk jangan karena kredit saya rendah saya tidak bisa lolos pengajuan spaylater nya",5,positif,saya kecewa karena saya tidak bisa menggunakan fitur spaylater nya padahal saya belanja selalu pakai shopee tiap mnggu nya tolong donk jangan karena kredit saya rendah saya tidak bisa lolos pengajuan spaylater nya,1
"kenapa dapet limmite payllater sedikit ya . padahal sudah belanja sering ampir setiap hari , malah paylatter namanya segitu segitu aja , gimana mau pakai cicilan paylatternya buat beli electronic dll .",5,positif,kenapa dapet limmite payllater sedikit ya  padahal sudah belanja sering ampir setiap hari  malah paylatter namanya segitu segitu aja  gimana mau pakai cicilan paylatternya buat beli electronic dll ,1
Mempermudah penggunaan....slalu melayani dngn baik para customer mau yang lama atau yg baru menggunakan apk trsbut dan mempertahankan itu trmksh....,5,positif,mempermudah penggunaanslalu melayani dngn baik para customer mau yang lama atau yg baru menggunakan apk trsbut dan mempertahankan itu trmksh,1
"Parah....!!!!! Melakukan perubahan sedikit pada akun mau 2 minggu kita gak bisa transaksi. Gak tau namanya orang perlu, orang butuh. Semua jadi hancur terbelengkalai urusan orang. Hadeeehhh. Udah ngemis"" Minta tolong untuk dinsetting lagi pun gak ada solusi. Langkah yang bagua tapi kurang bijak dan sebagainya. Taubat!!!!!! Balik delcont apk 👎👎👎👎👎👎👎👎👎",1,negatif,parah melakukan perubahan sedikit pada akun mau  minggu kita gak bisa transaksi gak tau namanya orang perlu orang butuh semua jadi hancur terbelengkalai urusan orang hadeeehhh udah ngemis minta tolong untuk dinsetting lagi pun gak ada solusi langkah yang bagua tapi kurang bijak dan sebagainya taubat balik delcont apk ,0
Bagus cuman bunga spinjam saya gak sesuai yang tertera di promo nya .tolong di tinjau kembali..karna terlalu tinggi. Berbeda dengan punya teman saya..kenapa ya..🤔🤔,5,positif,bagus cuman bunga spinjam saya gak sesuai yang tertera di promo nya tolong di tinjau kembalikarna terlalu tinggi berbeda dengan punya teman sayakenapa ya,1
"sejauh ini menggunakan metode shopeepay lebih mudah dan efisien,dan cepat prosesnya mungkin ke depannya setiap pembayaran menggunakan shopeepay bisa ada promo-promo menarik lainnya/cashback lainnya👍🙏",5,positif,sejauh ini menggunakan metode shopeepay lebih mudah dan efisiendan cepat prosesnya mungkin ke depannya setiap pembayaran menggunakan shopeepay bisa ada promopromo menarik lainnyacashback lainnya,1
"sejauh ini masih aman fiturnya. hanya saja, belom ada fitur untuk ganti nama ID shoppe nya. karena aq pgen ganti nama ID shoopeenya. nti klo sudah ada fitur bisa ganti nama ID shoppe, aq tambahin lg yaaakk Bintangnya. thanks shopeee ❤️",4,positif,sejauh ini masih aman fiturnya hanya saja belom ada fitur untuk ganti nama id shoppe nya karena aq pgen ganti nama id shoopeenya nti klo sudah ada fitur bisa ganti nama id shoppe aq tambahin lg yaaakk bintangnya thanks shopeee ,1
"Gak terlalu suka sama aplikasi Shopee pay, kalau isi saldo dipotong padahal aku isi saldo di aplikasi Shopee gak ada potongan, katanya gratis isi saldo",2,negatif,gak terlalu suka sama aplikasi shopee pay kalau isi saldo dipotong padahal aku isi saldo di aplikasi shopee gak ada potongan katanya gratis isi saldo,0
"Telat bayar akun dibekukan,,, padahal tiap bulan setidaknya bisa bantu kebutuhan rumah tangga,,, maaf saya hapus percuma tidak bisa dipakai,,, hanya bisa penuhi memori handphone",5,positif,telat bayar akun dibekukan padahal tiap bulan setidaknya bisa bantu kebutuhan rumah tangga maaf saya hapus percuma tidak bisa dipakai hanya bisa penuhi memori handphone,1
3 kali pengajuan di tolak terus.. Di Suruh tunggu 1 bulan di coba lagi gagal lagi terus sampe muakkk padahal gue belum punya masalah,1,negatif, kali pengajuan di tolak terus di suruh tunggu  bulan di coba lagi gagal lagi terus sampe muakkk padahal gue belum punya masalah,0
"Aplikasi sangat membantu,, saya pengajuan spinjam sudah 2X Alhamdulillah selalu terproses dengan cepat, dan mudah dalam melakukan pengiriman",5,positif,aplikasi sangat membantu saya pengajuan spinjam sudah x alhamdulillah selalu terproses dengan cepat dan mudah dalam melakukan pengiriman,1
"Semua kebutuhan ada di Shopee... *#Maka... Merugilah mereka yang tidak mengenal dengan aplikasi Shopee#* Shopee... Aplikasi belanja no 1 di Indonesia, pasti murah, aman nyaman dan terpercaya...",5,positif,semua kebutuhan ada di shopee maka merugilah mereka yang tidak mengenal dengan aplikasi shopee shopee aplikasi belanja no  di indonesia pasti murah aman nyaman dan terpercaya,1
"Saya tf jam 1 malem sejumlah 950k + ,sampe pagi ini masih pending ,nyesel pake ini apk bikin hidup orang ribet dalam ,mana uang nya perlu banget ,terakhir aja aku gak mau lagi pake shope pay",1,negatif,saya tf jam  malem sejumlah k  sampe pagi ini masih pending nyesel pake ini apk bikin hidup orang ribet dalam mana uang nya perlu banget terakhir aja aku gak mau lagi pake shope pay,0
"Mempermudah pengguna,praktis,simpel, bagus banget perkembangan yang sangat bagus di dunia digital.",5,positif,mempermudah penggunapraktissimpel bagus banget perkembangan yang sangat bagus di dunia digital,1
"Sangat baik, tetapi knpa aktivasi s pinjam dan s pay Later saya tidak mendapat saldo yaa ,,, Tolong diperbaiki Lagi agar sayaa bisa melakukan pembelian melalu s pay Later",5,positif,sangat baik tetapi knpa aktivasi s pinjam dan s pay later saya tidak mendapat saldo yaa  tolong diperbaiki lagi agar sayaa bisa melakukan pembelian melalu s pay later,1
"top up 50 rb ga masuk di suruh nunggu 1x24 jam. tapi sekali top up 10rb langsung masuk. gimana sih shopee, uang nya mau di pake buat beli makan malah harus di suruh puasa seharian. tingkatkan dong, merugikan ini nama nya",2,negatif,top up  rb ga masuk di suruh nunggu x jam tapi sekali top up rb langsung masuk gimana sih shopee uang nya mau di pake buat beli makan malah harus di suruh puasa seharian tingkatkan dong merugikan ini nama nya,0
"Jangan lupa masukan kode KTHAAZPG8 untuk dapat tambahan koin Aplikasinya bagus mudah digunakan,top markotop banyak kemudahan dalam ber berbelanja banyak cashback koin Shopee yang sangat berguna sekali🤗🤗",5,positif,jangan lupa masukan kode kthaazpg untuk dapat tambahan koin aplikasinya bagus mudah digunakantop markotop banyak kemudahan dalam ber berbelanja banyak cashback koin shopee yang sangat berguna sekali,1
Shopee memang bagus .tp sayangnya pengajuan pinjaman 500 RB susah di Acc udah daftar 2 kali selama 2 bulan tp belum juga di Acc Desember juga mau mengajukan LG mudah mudahan di Acc . Padahal selama berbelanja aman aman saja tp kenapa di persulit,4,positif,shopee memang bagus tp sayangnya pengajuan pinjaman  rb susah di acc udah daftar  kali selama  bulan tp belum juga di acc desember juga mau mengajukan lg mudah mudahan di acc  padahal selama berbelanja aman aman saja tp kenapa di persulit,1
"Susah ganti nomor, nomor lama hilang pin Shopi Pai lupa,susah benerin nya, tetap harus masuk nomor lama, padahal nomor sudah nggak ada",2,negatif,susah ganti nomor nomor lama hilang pin shopi pai lupasusah benerin nya tetap harus masuk nomor lama padahal nomor sudah nggak ada,0
"Sangat populer di sosmed, banyak fitur fitur yang memudahkan dalam pembayaran berbagai macam transaksi dan banyak pula diskonnya, semoga ke depanya banyak lagi promo promo yang diterbitkan, terima kasih.",5,positif,sangat populer di sosmed banyak fitur fitur yang memudahkan dalam pembayaran berbagai macam transaksi dan banyak pula diskonnya semoga ke depanya banyak lagi promo promo yang diterbitkan terima kasih,1
Mantap ini aplikasi untuk belanja dekat tahun baru banyak pilihan dan banyak juga voucer diskonnya.,5,positif,mantap ini aplikasi untuk belanja dekat tahun baru banyak pilihan dan banyak juga voucer diskonnya,1
fitur shopimeter diklik ngeblenk...pake hp saya... klo pake yg lain bisa diklik. jika fiturnya belum siap jangan di pajang hapus saja terus pelayan cs ketika TLP nasabah tidak sopan...tidak punya adab,5,positif,fitur shopimeter diklik ngeblenkpake hp saya klo pake yg lain bisa diklik jika fiturnya belum siap jangan di pajang hapus saja terus pelayan cs ketika tlp nasabah tidak sopantidak punya adab,1
"Saya menggunakan nomor baru, tapi tidak bisa memasukkan kode referal bonus 110 RB, mohon bantuannya. Saat awal masuk. Langsung ke shopeepay tanpa ada isi kode referal gitu",2,negatif,saya menggunakan nomor baru tapi tidak bisa memasukkan kode referal bonus  rb mohon bantuannya saat awal masuk langsung ke shopeepay tanpa ada isi kode referal gitu,0
"Kemarin saya beli bakpia patok di shopee seharga Rp 8000 dng sistem pembayaran cod, ee ternyata saldo di shopeepay ikut tertarik sejumlah Rp 8000. Berarti transaksi 1, bayar 2, yaitu lewat cod dan shopee pay. Terus bagaimana nih?",1,negatif,kemarin saya beli bakpia patok di shopee seharga rp  dng sistem pembayaran cod ee ternyata saldo di shopeepay ikut tertarik sejumlah rp  berarti transaksi  bayar  yaitu lewat cod dan shopee pay terus bagaimana nih,0
Tolonglah gimana caranya menghapus akun shopeepay beserta KTP yang terdaftar disitu juga? Takutnya nanti login shopee verifikasi sekalinya muncul KTP terdaftar akun lain!,1,negatif,tolonglah gimana caranya menghapus akun shopeepay beserta ktp yang terdaftar disitu juga takutnya nanti login shopee verifikasi sekalinya muncul ktp terdaftar akun lain,0
"1 akun cuman bisa buat 1 ktp, ribett amat!! Trs kalo yg jualan nya punya 2 akun/lebih. Kan bingung, dana nya jd ngendap ga bisa dicairkan/dipake karna ga bisa diverifikasi 😡😡😤",1,negatif, akun cuman bisa buat  ktp ribett amat trs kalo yg jualan nya punya  akunlebih kan bingung dana nya jd ngendap ga bisa dicairkandipake karna ga bisa diverifikasi ,0
Kecewa dengan layanan shopee pesan makanan lupa cek alamat alamat salah mau di canel gak bisa uang hilang makanan juga hilang minta aju banding ditolak payah Aplikasi Parah parah gak ada respon sama sekali,1,negatif,kecewa dengan layanan shopee pesan makanan lupa cek alamat alamat salah mau di canel gak bisa uang hilang makanan juga hilang minta aju banding ditolak payah aplikasi parah parah gak ada respon sama sekali,0
Sangat jelek gak pernah minjam begitu mau minjam di tunda mulu pertama satu bulan lagi dan seterusnya... Saya kira ini permainan kalo emang gak bisa gak usah di kasih harapan bulan depan mulu.. Buruk ni sp pinjam,2,negatif,sangat jelek gak pernah minjam begitu mau minjam di tunda mulu pertama satu bulan lagi dan seterusnya saya kira ini permainan kalo emang gak bisa gak usah di kasih harapan bulan depan mulu buruk ni sp pinjam,0
"Sebenernya ini aplikasi bagus ringan ngebut tapi sayangnya gak bisa tarik tunai di atm yakali ke Indomaret cuma tarik tunai doang kagak beli apa""",1,negatif,sebenernya ini aplikasi bagus ringan ngebut tapi sayangnya gak bisa tarik tunai di atm yakali ke indomaret cuma tarik tunai doang kagak beli apa,0
Perlu di tingkat lagi terutama saat top up wajib sekali real time dan juga tingkatkan lagi bagian pembayaran menggunakan Qris dengan menggunakan sumber dana shopee pay/Sea bank agar tidak lambat (status proses),3,negatif,perlu di tingkat lagi terutama saat top up wajib sekali real time dan juga tingkatkan lagi bagian pembayaran menggunakan qris dengan menggunakan sumber dana shopee paysea bank agar tidak lambat status proses,0
Baru daftar udah masuk udh dapet limite 300rb tapi nggak bisa dipake sama skali buat beli pulsa beli barang atau belanja di shopeenya langsung.,1,negatif,baru daftar udah masuk udh dapet limite rb tapi nggak bisa dipake sama skali buat beli pulsa beli barang atau belanja di shopeenya langsung,0
layanan sangat amat baik ramah juga menyenangkan.dan tidak ribet mudah sat set sat set langsung cair.... terimakasih shopee pay tingkatkan terus pelayanan anda..ayo teman² buruan pakai shopee pay sangat menyenangkan beres di segala urusan.⭐⭐⭐⭐⭐😀👍👍👍👍👍,5,positif,layanan sangat amat baik ramah juga menyenangkandan tidak ribet mudah sat set sat set langsung cair terimakasih shopee pay tingkatkan terus pelayanan andaayo teman buruan pakai shopee pay sangat menyenangkan beres di segala urusan,1
"bagus, performanya cukup cepat, hanya saja sering terjadi kendala saat pembayaran melakukan metode qris yang di unduh.",4,positif,bagus performanya cukup cepat hanya saja sering terjadi kendala saat pembayaran melakukan metode qris yang di unduh,1
"sangat sangat membantu, yg kurangnya bonus at voucher nya hanya tertentu² saja yg ada voucher nya.",4,positif,sangat sangat membantu yg kurangnya bonus at voucher nya hanya tertentu saja yg ada voucher nya,1
sangatt membantu bgttt aplikasi shopee pay in karena ada tambahan E-Wallet dan Tarik tunaiinya. Jadi kami para pengguna shopee leluasa mengirim ke mana aja terutama top up gopay xixixix. Sukses terussss minn 🥰🥰,5,positif,sangatt membantu bgttt aplikasi shopee pay in karena ada tambahan ewallet dan tarik tunaiinya jadi kami para pengguna shopee leluasa mengirim ke mana aja terutama top up gopay xixixix sukses terussss minn ,1
"Tarik tunai dari shopee pay ke bank lama sekali. Notif sudah berhasil, tapi uang tidak masuk. Chat cs di suruh ini itu. Membingungkan.",1,negatif,tarik tunai dari shopee pay ke bank lama sekali notif sudah berhasil tapi uang tidak masuk chat cs di suruh ini itu membingungkan,0
Gimana saya mau pakai Spay dishopee..paylatersaya aja dibekukan karena beberapa kali saya telat bayar..padahal saya belanja terus dishopee tetep aja masih dibekukan..sudahlah belum rezeki.yang penting keperluan yg saya butuhkan masih bisa beli di shopee,3,negatif,gimana saya mau pakai spay dishopeepaylatersaya aja dibekukan karena beberapa kali saya telat bayarpadahal saya belanja terus dishopee tetep aja masih dibekukansudahlah belum rezekiyang penting keperluan yg saya butuhkan masih bisa beli di shopee,0
semoga kedepannya Top up bisa gratis tanpa potong saldo top up dan fitur pembayaran dll lebih komplit..,4,positif,semoga kedepannya top up bisa gratis tanpa potong saldo top up dan fitur pembayaran dll lebih komplit,1
"Sangat membatu,tapi untuk pembayaran tenor kok cuman 3 bulan,mohon kalau bisa ditambahi untuk tenor pembayaran nya..",5,positif,sangat membatutapi untuk pembayaran tenor kok cuman  bulanmohon kalau bisa ditambahi untuk tenor pembayaran nya,1
"Uang saya saldo Shopee pay hilang 1.050.000, ntah gimna sistem keamanan nya, gk ada kode otp masuk, gk pernah dapet link apapun, tiba"" Akun tersambung dengan klik indomaret, perusahan gede dompet digital saja tidak ada asuransi, ati"" Buat yg suka top up saldo dengan nominal yg cukup banyak.krn ketika saldo hilang, itu tdak akan bisa kembali atau pun asuransi nya,",1,negatif,uang saya saldo shopee pay hilang  ntah gimna sistem keamanan nya gk ada kode otp masuk gk pernah dapet link apapun tiba akun tersambung dengan klik indomaret perusahan gede dompet digital saja tidak ada asuransi ati buat yg suka top up saldo dengan nominal yg cukup banyakkrn ketika saldo hilang itu tdak akan bisa kembali atau pun asuransi nya,0
"mau bayar tagihan spaylater tapi kok terkendala di bagian metode pembayaran.. padahal signal aman jadi gak bisa bayar tagihan, padahal sudah mau jatuh tempo",3,negatif,mau bayar tagihan spaylater tapi kok terkendala di bagian metode pembayaran padahal signal aman jadi gak bisa bayar tagihan padahal sudah mau jatuh tempo,0
"saya sangat suka dengan aplikasi shoopepay ini,selain banyak fitur yang menarik,juga menyediakan beragam tampilan yang memanjakan para pengguna,dan saran saya tingkat keamanan aplikasi ini harus di tingkatkan lagi!!",5,positif,saya sangat suka dengan aplikasi shoopepay iniselain banyak fitur yang menarikjuga menyediakan beragam tampilan yang memanjakan para penggunadan saran saya tingkat keamanan aplikasi ini harus di tingkatkan lagi,1
Saya biasa pakai shopee pay. Muncul notifikasi ini saya ragu takut nya penipuan.. Sukses selalu untuk shopee yg selalu mempermudah saya berbelanja harga murah tapi g murahan,5,positif,saya biasa pakai shopee pay muncul notifikasi ini saya ragu takut nya penipuan sukses selalu untuk shopee yg selalu mempermudah saya berbelanja harga murah tapi g murahan,1
"Sebenarnya suka banget sama shopeepay..tp knp stiap top up shopee pay.. saldonya selalu dipotong 1000..katanya bebas biaya admin..tp dipotong terus 1000 lbh baik dibilang dr awal ada biaya admin,dr0d merugikan seperti ini",4,positif,sebenarnya suka banget sama shopeepaytp knp stiap top up shopee pay saldonya selalu dipotong katanya bebas biaya admintp dipotong terus  lbh baik dibilang dr awal ada biaya admindrd merugikan seperti ini,1
"sangat membantu, tambah saran untuk pembayaran barang sopeypay bisa digabung dengan sopeypaylater, untuk keringan cicilan.jadi pembayaran 100% tidak dengan sopeypaylater .",5,positif,sangat membantu tambah saran untuk pembayaran barang sopeypay bisa digabung dengan sopeypaylater untuk keringan cicilanjadi pembayaran  tidak dengan sopeypaylater ,1
"Pakai aplikasi ini sdh lumayan lama. Aplikasinya bagus.bnyk membantu. tidak bagusnya tsk dpt menggunakan paylater.menyandang gelar gold.dan shoope meter pun baik,diangka:600.ya bgtulah namanya jg sistem yg menilai bkn manusia. Ya hrs legowo.tdinya mau belanja dsni trs.terpaksa ya by ditetangga sebelah ajalah.",2,negatif,pakai aplikasi ini sdh lumayan lama aplikasinya bagusbnyk membantu tidak bagusnya tsk dpt menggunakan paylatermenyandang gelar golddan shoope meter pun baikdiangkaya bgtulah namanya jg sistem yg menilai bkn manusia ya hrs legowotdinya mau belanja dsni trsterpaksa ya by ditetangga sebelah ajalah,0
"Sering transaksi bayar tepat waktu malah justru jauh sebelum jatoh tempo tapi limit tidak naik naik, skor cukup baik, limit spaylater tiba tiba menurun. Percuma ngasih limit sementara tapi tidak bisa di pakai dan limit nya menurun dan semakin menurun.",1,negatif,sering transaksi bayar tepat waktu malah justru jauh sebelum jatoh tempo tapi limit tidak naik naik skor cukup baik limit spaylater tiba tiba menurun percuma ngasih limit sementara tapi tidak bisa di pakai dan limit nya menurun dan semakin menurun,0
"Mau bayar pake qris, tapi pake screenshot, pas mau bayar malah gaada screenshotnya.. padahal di galeri ada dan di aplikasi lain langsung muncul screenshotnya, cuma di shopeepay aja nggk langsung muncul screenshotnya, terus mau bayar gmn kalo qris nya aja gk muncul",2,negatif,mau bayar pake qris tapi pake screenshot pas mau bayar malah gaada screenshotnya padahal di galeri ada dan di aplikasi lain langsung muncul screenshotnya cuma di shopeepay aja nggk langsung muncul screenshotnya terus mau bayar gmn kalo qris nya aja gk muncul,0
"Sejauh ini masih banyak fitur pembayaran di shopee tidak tersedia di shopeepay. Dan satu lagi saran Tambahin info pengeluaran dan pemasukan saldo, itu bisa sangat membantu. Terimakasih.",5,positif,sejauh ini masih banyak fitur pembayaran di shopee tidak tersedia di shopeepay dan satu lagi saran tambahin info pengeluaran dan pemasukan saldo itu bisa sangat membantu terimakasih,1
"Katanya cuman di instal terus login langsung dapet bonus spay, tapi akhirnya harus isi ini itu, ribet ah males",1,negatif,katanya cuman di instal terus login langsung dapet bonus spay tapi akhirnya harus isi ini itu ribet ah males,0
Masalah koneksi ke server sering bermasalah. Gak ada fitur autodebit untuk paylater. Jadi pas mau bayar paylater susah. Sering gangguan koneksi. Sorry B1,1,negatif,masalah koneksi ke server sering bermasalah gak ada fitur autodebit untuk paylater jadi pas mau bayar paylater susah sering gangguan koneksi sorry b,0
Untuk tf sangat oke karena gratis begitu juga dengan isi saldo juga oke. Tapi tolong untuk bukti transaksi bisa di share.,5,positif,untuk tf sangat oke karena gratis begitu juga dengan isi saldo juga oke tapi tolong untuk bukti transaksi bisa di share,1
